kind,exam_id,examination,conducting_body,file,requirement_id,what_we_hold_now,what_is_missing,what_would_settle_it,source_we_hold,YOUR_published_value,YOUR_exact_passage_from_the_notice,YOUR_source_url,YOUR_page_or_section,YOUR_date_checked,YOUR_notes
estimated_value,rajasthan-pre-d-el-ed-examination-bstc,Rajasthan Pre-D.El.Ed Examination (BSTC),Vardhman Mahaveer Open University / designated authority,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://predeledraj2026.com/,,,,,,
estimated_value,rajasthan-pre-d-el-ed-examination-bstc,Rajasthan Pre-D.El.Ed Examination (BSTC),Vardhman Mahaveer Open University / designated authority,Left thumb impression (where prompted),left_thumb_impression_where_prompted,"min 20 KB, max 50 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://predeledraj2026.com/,,,,,,
not_yet_supported,rajasthan-pre-teacher-education-test,Rajasthan Pre-Teacher Education Test,Rajasthan PTET conducting university,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://ptetvmoukota2025.in/,,,,,,
estimated_value,rajasthan-pre-teacher-education-test,Rajasthan Pre-Teacher Education Test,Rajasthan PTET conducting university,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://ptetvmoukota2025.in/,,,,,,
not_yet_supported,rpsc-online-application,RPSC Online Application,Rajasthan Public Service Commission,Candidate photograph,candidate_photograph,Uploaded candidate photograph; format: JPG/JPEG; file size: at least 20 KB; dimensions: 240 x 320 px.,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://rpsc.rajasthan.gov.in/Static/InformationForCandidates/OTR_Manual_English.pdf?udate=15082025,,,,,,
estimated_value,rpsc-online-application,RPSC Online Application,Rajasthan Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://rpsc.rajasthan.gov.in/Static/InformationForCandidates/OTR_Manual_English.pdf?udate=15082025,,,,,,
estimated_value,rpsc-online-application,RPSC Online Application,Rajasthan Public Service Commission,Claim-supporting certificates,claim_supporting_certificates,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://rpsc.rajasthan.gov.in/Static/InformationForCandidates/OTR_Manual_English.pdf?udate=15082025,,,,,,
unread_pixel_size,rrb-section-controller,RRB Section Controller,Railway Recruitment Boards,Candidate signature,candidate_signature,"JPG/JPEG, 30-49 KB; minimum 140 x 60 pixels; minimum 100 DPI ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://www.rrbcdg.gov.in/uploads/2025/04-SCTRL/CEN042024-SectionController.pdf,,,,,,
unread_pixel_size,rrb-technician,RRB Technician,Railway Recruitment Boards,Candidate signature,candidate_signature,"JPG/JPEG, 30-49 KB; minimum 140 x 60 pixels; minimum 100 DPI ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://www.rrbcdg.gov.in/uploads/2025/02-TECH/022025-CEN_updated.pdf,,,,,,
no_researched_fact,rrb-ntpc-graduate-cen-05-2024,RRB NTPC Graduate - CEN 05/2024,Railway Recruitment Boards,Worth knowing,,Nothing shown,"3-6 facts about the examination itself (candidates, process, structure, history), each with its passage and publisher",See docs/research-requests facts prompt,https://rrbsecunderabad.gov.in/wp-content/uploads/2024/09/CEN-05-2024-NTPC-Graduate_ENG.pdf,,,,,,
estimated_value,ssc-combined-graduate-level-examination-2026-live-capture,SSC Combined Graduate Level Examination 2026,Staff Selection Commission,Disability certificate,disability_certificate,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://ssc.gov.in/api/attachment/uploads/masterData/NoticeBoards/Notice_of_adv_cgl_2025.pdf,,,,,,
estimated_value,ssc-combined-higher-secondary-10-2-level-examination-2025-live-capture,SSC Combined Higher Secondary (10+2) Level Examination 2025,Staff Selection Commission,Disability certificate,disability_certificate,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://ssc.gov.in/api/attachment/uploads/masterData/NoticeBoards/Notice_of_adv_chsl_2025.pdf,,,,,,
estimated_value,ssc-constable-gd-examination-2025-live-capture,SSC Constable (GD) Examination 2025,Staff Selection Commission,Disability certificate,disability_certificate,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://ssc.gov.in/api/attachment/uploads/masterData/NoticeBoards/Notice_of_CTGD_2024_09_05.pdf,,,,,,
estimated_value,ssc-multi-tasking-staff-and-havaldar-examination-2025-live-capture,SSC Multi-Tasking Staff and Havaldar Examination 2025,Staff Selection Commission,Disability certificate,disability_certificate,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://ssc.gov.in/api/attachment/uploads/masterData/NoticeBoards/Notice_of_adv_mts_2025.pdf,,,,,,
not_yet_supported,telangana-dsc-teacher-recruitment,Telangana DSC Teacher Recruitment,Government of Telangana,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://schooledu.telangana.gov.in/,,,,,,
estimated_value,telangana-dsc-teacher-recruitment,Telangana DSC Teacher Recruitment,Government of Telangana,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://schooledu.telangana.gov.in/,,,,,,
not_yet_supported,telangana-dsc-teacher-recruitment,Telangana DSC Teacher Recruitment,Government of Telangana,Educational/TET/category/PwD supporting documents (conditional),educational_tet_category_pwd_supporting_document,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://schooledu.telangana.gov.in/,,,,,,
not_yet_supported,telangana-teacher-eligibility-test-tg-tet,Telangana Teacher Eligibility Test (TG TET),Department of School Education Telangana,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://tgtet.aptonline.in/,,,,,,
estimated_value,telangana-teacher-eligibility-test-tg-tet,Telangana Teacher Eligibility Test (TG TET),Department of School Education Telangana,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://tgtet.aptonline.in/,,,,,,
not_yet_supported,tg-eapcet,TG EAPCET,JNTU Hyderabad / TGCHE,Candidate photograph/profile image (as prompted),candidate_photograph_profile_image_as_prompted,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://eapcet.tgche.ac.in/,,,,,,
estimated_value,tg-eapcet,TG EAPCET,JNTU Hyderabad / TGCHE,Candidate signature/profile image (as prompted),candidate_signature_profile_image_as_prompted,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://eapcet.tgche.ac.in/,,,,,,
not_yet_supported,tg-ts-polycet,TG/TS POLYCET,State Board of Technical Education and Training Telangana,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://polycet.sbtet.telangana.gov.in/,,,,,,
estimated_value,tg-ts-polycet,TG/TS POLYCET,State Board of Technical Education and Training Telangana,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://polycet.sbtet.telangana.gov.in/,,,,,,
not_yet_supported,tgpsc-group-i-services-examination,TGPSC Group I Services Examination,Telangana Public Service Commission,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://websitenew.tspsc.gov.in/,,,,,,
estimated_value,tgpsc-group-i-services-examination,TGPSC Group I Services Examination,Telangana Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://websitenew.tspsc.gov.in/,,,,,,
not_yet_supported,tgpsc-group-ii-services-examination,TGPSC Group II Services Examination,Telangana Public Service Commission,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://websitenew.tspsc.gov.in/,,,,,,
estimated_value,tgpsc-group-ii-services-examination,TGPSC Group II Services Examination,Telangana Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://websitenew.tspsc.gov.in/,,,,,,
not_yet_supported,tgpsc-group-iii-services-examination,TGPSC Group III Services Examination,Telangana Public Service Commission,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://websitenew.tspsc.gov.in/,,,,,,
estimated_value,tgpsc-group-iii-services-examination,TGPSC Group III Services Examination,Telangana Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://websitenew.tspsc.gov.in/,,,,,,
estimated_value,tnpsc-combined-civil-services-examination-i-group-i,TNPSC Combined Civil Services Examination I (Group I),Tamil Nadu Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://tnpsc.gov.in/static_pdf/document/instructions-to-candidates_2025.pdf,,,,,,
no_researched_fact,tnpsc-combined-civil-services-examination-i-group-i,TNPSC Combined Civil Services Examination I (Group I),Tamil Nadu Public Service Commission,Worth knowing,,Nothing shown,"3-6 facts about the examination itself (candidates, process, structure, history), each with its passage and publisher",See docs/research-requests facts prompt,https://tnpsc.gov.in/static_pdf/document/instructions-to-candidates_2025.pdf,,,,,,
estimated_value,tnpsc-combined-civil-services-examination-ii-group-ii-iia,TNPSC Combined Civil Services Examination II (Group II/IIA),Tamil Nadu Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://tnpsc.gov.in/static_pdf/document/instructions-to-candidates_2025.pdf,,,,,,
partially_supported,tnpsc-combined-civil-services-examination-iv-group-iv-services,TNPSC Combined Civil Services Examination IV (Group IV Services),Tamil Nadu Public Service Commission,Candidate photograph,candidate_photograph,20-50 KB,"Exactly what must be printed on the photograph (name, date), where, and in what style",The notice's wording on the printed name and date,https://tnpsc.gov.in/static_pdf/document/instructions-to-candidates_2025.pdf,,,,,,
estimated_value,tnpsc-combined-civil-services-examination-iv-group-iv-services,TNPSC Combined Civil Services Examination IV (Group IV Services),Tamil Nadu Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: formats.allowed_formats)",The published accepted formats,This file's upload instructions in the current notice,https://tnpsc.gov.in/static_pdf/document/instructions-to-candidates_2025.pdf,,,,,,
partially_supported,tnpsc-combined-technical-services-examination-2025,TNPSC Combined Technical Services Examination 2025,Tamil Nadu Public Service Commission,Candidate photograph,candidate_photograph,Uploaded candidate photograph; format: JPG; file size: 20-50 KB; dimensions: 130 x 170 px; 200 dpi; filename: Photograph.jpg; background: white; recency: within 90 days.,"Exactly what must be printed on the photograph (name, date), where, and in what style",The notice's wording on the printed name and date,https://www.tnpsc.gov.in/static_pdf/document/instructions-to-candiates.pdf,,,,,,
estimated_value,tnpsc-combined-technical-services-examination-2025,TNPSC Combined Technical Services Examination 2025,Tamil Nadu Public Service Commission,Supporting certificates for claims,supporting_certificates_for_claims,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://www.tnpsc.gov.in/static_pdf/document/instructions-to-candiates.pdf,,,,,,
no_researched_fact,tnpsc-combined-technical-services-examination-2025,TNPSC Combined Technical Services Examination 2025,Tamil Nadu Public Service Commission,Worth knowing,,Nothing shown,"3-6 facts about the examination itself (candidates, process, structure, history), each with its passage and publisher",See docs/research-requests facts prompt,https://www.tnpsc.gov.in/static_pdf/document/instructions-to-candiates.pdf,,,,,,
not_yet_supported,tspsc-group-iv-services,TSPSC Group IV Services,Telangana State Public Service Commission,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://websitenew.tspsc.gov.in/,,,,,,
estimated_value,tspsc-group-iv-services,TSPSC Group IV Services,Telangana State Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://websitenew.tspsc.gov.in/,,,,,,
not_yet_supported,uppsc-combined-state-upper-subordinate-services-examination-pcs,UPPSC Combined State/Upper Subordinate Services Examination (PCS),Uttar Pradesh Public Service Commission,Candidate photograph,candidate_photograph,Photo uploaded during OTR; numeric/format technical rule is governed by UPPSC OTR instructions,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
estimated_value,uppsc-combined-state-upper-subordinate-services-examination-pcs,UPPSC Combined State/Upper Subordinate Services Examination (PCS),Uttar Pradesh Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
estimated_value,uppsc-combined-state-upper-subordinate-services-examination-pcs,UPPSC Combined State/Upper Subordinate Services Examination (PCS),Uttar Pradesh Public Service Commission,Claim/qualification certificates,claim_qualification_certificates,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
not_yet_supported,uppsc-one-time-registration,UPPSC One Time Registration,Uttar Pradesh Public Service Commission,Candidate photograph,candidate_photograph,Uploaded candidate photograph; file size: up to 50 KB.,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://uppsc.up.nic.in/CMS/OTR_DOC/OTR_PHOTO_INSTRUCTION.pdf,,,,,,
estimated_value,uppsc-one-time-registration,UPPSC One Time Registration,Uttar Pradesh Public Service Commission,Candidate signature,candidate_signature,"max 30 KB, jpg (ours: formats.allowed_formats)",The published accepted formats,This file's upload instructions in the current notice,https://uppsc.up.nic.in/CMS/OTR_DOC/OTR_PHOTO_INSTRUCTION.pdf,,,,,,
estimated_value,uppsc-one-time-registration,UPPSC One Time Registration,Uttar Pradesh Public Service Commission,Claim-supporting certificates,claim_supporting_certificates,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://uppsc.up.nic.in/CMS/OTR_DOC/OTR_PHOTO_INSTRUCTION.pdf,,,,,,
not_yet_supported,uppsc-review-officer-assistant-review-officer,UPPSC Review Officer / Assistant Review Officer,Uttar Pradesh Public Service Commission,Candidate photograph,candidate_photograph,Photo uploaded during OTR; numeric/format technical rule is governed by UPPSC OTR instructions,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
estimated_value,uppsc-review-officer-assistant-review-officer,UPPSC Review Officer / Assistant Review Officer,Uttar Pradesh Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
estimated_value,uppsc-review-officer-assistant-review-officer,UPPSC Review Officer / Assistant Review Officer,Uttar Pradesh Public Service Commission,Claim/qualification certificates,claim_qualification_certificates,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://uppsc.up.nic.in/OuterPages/OnlineInstruction_English.html,,,,,,
not_yet_supported,upsc-engineering-services-examination,UPSC Engineering Services Examination,Union Public Service Commission,Candidate photograph/profile image,candidate_photograph_profile_image,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://www.upsc.gov.in/exams-related-info/exam-notification/archives,,,,,,
estimated_value,upsc-engineering-services-examination,UPSC Engineering Services Examination,Union Public Service Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://www.upsc.gov.in/exams-related-info/exam-notification/archives,,,,,,
not_yet_supported,upsc-engineering-services-examination,UPSC Engineering Services Examination,Union Public Service Commission,Photo identity document / application support document (where prompted),photo_identity_document_application_support_docu,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://www.upsc.gov.in/exams-related-info/exam-notification/archives,,,,,,
unread_pixel_size,upsc-capf-assistant-commandants-examination-2026,UPSC CAPF (Assistant Commandants) Examination 2026,Union Public Service Commission,Triple-signature image,triple_signature_image,"Sign three times vertically, one below another, on plain white paper using black ink. Scan all three signatures in one clear, correctly oriented image. JPG; filename 'signature.jpg'; 20-100 KB; published image dimension 350-500 pixels. ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://upsconline.nic.in/ngrp/assets/PDF/instruction-photo-signature-upload-upsc.pdf,,,,,,
unread_pixel_size,upsc-civil-services-examination-2026,UPSC Civil Services Examination 2026,Union Public Service Commission,Triple-signature image,triple_signature_image,"Sign three times vertically, one below another, on plain white paper using black ink. Scan all three signatures in one clear, correctly oriented image. JPG; filename 'signature.jpg'; 20-100 KB; published image dimension 350-500 pixels. ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://upsconline.nic.in/ngrp/assets/PDF/instruction-photo-signature-upload-upsc.pdf,,,,,,
unread_pixel_size,upsc-combined-defence-services-examination-ii-2026,UPSC Combined Defence Services Examination (II) 2026,Union Public Service Commission,Triple-signature image,triple_signature_image,"Sign three times vertically, one below another, on plain white paper using black ink. Scan all three signatures in one clear, correctly oriented image. JPG; filename 'signature.jpg'; 20-100 KB; published image dimension 350-500 pixels. ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://upsconline.nic.in/ngrp/assets/PDF/instruction-photo-signature-upload-upsc.pdf,,,,,,
unread_pixel_size,upsc-nda-na-examination-ii-2026,UPSC NDA & NA Examination (II) 2026,Union Public Service Commission,Triple-signature image,triple_signature_image,"Sign three times vertically, one below another, on plain white paper using black ink. Scan all three signatures in one clear, correctly oriented image. JPG; filename 'signature.jpg'; 20-100 KB; published image dimension 350-500 pixels. ","Whether the size is exact, preferred, a minimum or a range, and which number is width and which height",The size sentence as the notice prints it,https://upsconline.nic.in/ngrp/assets/PDF/instruction-photo-signature-upload-upsc.pdf,,,,,,
not_yet_supported,upsssc-preliminary-eligibility-test-pet,UPSSSC Preliminary Eligibility Test (PET),Uttar Pradesh Subordinate Services Selection Commission,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://upsssc.gov.in/,,,,,,
estimated_value,upsssc-preliminary-eligibility-test-pet,UPSSSC Preliminary Eligibility Test (PET),Uttar Pradesh Subordinate Services Selection Commission,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://upsssc.gov.in/,,,,,,
estimated_value,wbpsc-wbcs-online-application,WBPSC / WBCS Online Application,West Bengal Public Service Commission,Claim-supporting certificates,claim_supporting_certificates,max 400 KB (ours: file_size.maximum_bytes),The published size limit,This file's upload instructions in the current notice,https://wbpsc.gov.in/pdf_file/Guideline.pdf,,,,,,
not_yet_supported,west-bengal-primary-teacher-eligibility-test,West Bengal Primary Teacher Eligibility Test,West Bengal Board of Primary Education,Candidate photograph,candidate_photograph,not_found,"The file's size limit (KB) and accepted formats, or confirmation that the portal takes it as an upload",The upload instructions for this file in the current notice or portal guide,https://www.wbbpeonline.com/,,,,,,
estimated_value,west-bengal-primary-teacher-eligibility-test,West Bengal Primary Teacher Eligibility Test,West Bengal Board of Primary Education,Candidate signature,candidate_signature,"min 10 KB, max 20 KB, jpg (ours: file_size.maximum_bytes, file_size.minimum_bytes, formats.allowed_formats)",The published size limit and size limit and accepted formats,This file's upload instructions in the current notice,https://www.wbbpeonline.com/,,,,,,
partially_supported,west-bengal-school-service-commission-slst-assistant-teacher-recruitment,West Bengal School Service Commission SLST Assistant Teacher Recruitment,West Bengal School Service Commission,Candidate photograph,candidate_photograph,JPG; 30-60 KB,"Exactly what must be printed on the photograph (name, date), where, and in what style",The notice's wording on the printed name and date,https://www.westbengalssc.com/otr/howToApply/,,,,,,
not_encoded,,AP EAPCET,,Whole examination,,no file size and no format,incomplete evidence,The examination's current application notice,,,,,,,
not_encoded,,Indian Army Agniveer CEE 2025-26 - rally/document verification,,Whole examination,,no file size and no format,incomplete evidence,The examination's current application notice,,,,,,,
not_encoded,,Indian Navy Agniveer SSR/MR Recruitment,,Whole examination,,no format,incomplete evidence,The examination's current application notice,,,,,,,
